sentence,course,discipline,institution,contributor,stance,confidence,prob_disc,prob_cond,prob_enc
The current AI models will confidently reassert factual errors.,Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,conditional,0.4988875687122345,0.13528311,0.49888757,0.36582935
"•        Full disclosure: Like any other tool, the use of AI should be acknowledged.",Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,discouraging,0.4908284544944763,0.49082845,0.3122443,0.19692717
"At the end of your assignment, write a short paragraph to explain which AI tool and how you used it, if applicable.",Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.9511842727661133,0.031715423,0.017100306,0.9511843
Failure to do so is in violation of academic integrity policies.,Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,discouraging,0.7092146873474121,0.7092147,0.19510962,0.095675744
Here are approved uses of AI in this course.,Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.9742465019226074,0.016018713,0.009734802,0.9742465
"You can take advantage of a generative AI to:
•        Fine tune your research questions.",Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.968752384185791,0.01778055,0.013467102,0.9687524
"Use AI as your opponent to find counterarguments and craft a more open-ended question.
•        Check grammar, rigor, and style to help you find an expression.",Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.8004890084266663,0.13512845,0.06438254,0.800489
"How to cite generative AI 

In your assignments, especially your final project, if you use generative AI for text or visuals, please cite the source appropriately.",Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.8980032801628113,0.063711405,0.03828531,0.8980033
"You should
●        cite a generative AI tool whenever you paraphrase, quote, or incorporate into your own work
any content (whether text, image, data, or other) that was created by it
●        acknowledge all functional uses of the tool (like editing your prose or translating words) in a note, your text, or another suitable location
●        take care to vet the secondary sources it cites (see example 5 below for more details)",Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.4191146492958069,0.38649842,0.194387,0.41911465
"Citing AI generated text

For example, in your citation (List of Works Cited at the end of your essay), you will begin with the prompt you gave the AI.",Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.8898255825042725,0.0702191,0.03995539,0.8898256
"ChatGPT, Feb. 13 version, OpenAI, 8 Mar. 2023, chat.openai.com/chat.",Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.7025134563446045,0.22883216,0.06865438,0.70251346
"Your entry should have these elements --

Title of Source
Describe what was generated by the AI tool.",Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.8884647488594055,0.08077674,0.030758489,0.88846475
"Name of Tool
Use the Title of Container element to name the AI tool (e.g., ChatGPT).",Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.9077773690223694,0.06982493,0.022397652,0.90777737
"Version
Name the version of the AI tool as specifically as possible.",Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.7209113240242004,0.2230314,0.05605731,0.7209113
"For example, the examples in this post were developed using ChatGPT 3.5, which assigns a specific date to the version, so the Version element shows this version date.",Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.8731282949447632,0.101032756,0.025838967,0.8731283
"Location
Give the general URL for the tool

Citing AI generated images

If you are incorporating an AI-generated image in your work, cite a description of the prompt, followed by the AI tool, version, and date created.
""",Introduction to Critical Theory,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.7673566937446594,0.18359743,0.04904591,0.7673567
Using an AI-content generator such as ChatGPT to complete an assignment violates academic integrity.,English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,discouraging,0.6651365160942078,0.6651365,0.2015021,0.13336137
Learning to use AI responsibly and ethically is an important skill in today’s society.,English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.9488016963005066,0.027886027,0.023312312,0.9488017
"Be aware of the limits of conversational, generative AI tools such as ChatGPT.",English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,discouraging,0.3525615632534027,0.35256156,0.3496385,0.29779997
•        Fact-check all of the AI outputs.,English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.8659569621086121,0.098917454,0.035125572,0.86595696
Assume it is wrong unless you cross-check the claims with reliable sources.,English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,conditional,0.8693763613700867,0.09304454,0.86937636,0.037579093
The current AI models will confidently reassert factual errors.,English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,conditional,0.4988870322704315,0.13528322,0.49888703,0.36582977
"•        Full disclosure: Like any other tool, the use of AI should be acknowledged.",English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,discouraging,0.49082857370376587,0.49082857,0.3122446,0.1969269
"At the end of your assignment, write a short paragraph to explain which AI tool and how you used it, if applicable.",English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.9511842727661133,0.031715423,0.017100306,0.9511843
Failure to do so is in violation of academic integrity policies.,English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,discouraging,0.7092146873474121,0.7092147,0.19510962,0.095675744
Here are approved uses of AI in this course.,English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.9742465019226074,0.016018713,0.009734802,0.9742465
"You can take advantage of a generative AI to:
•        Fine tune your research questions.",English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.968752384185791,0.01778055,0.013467102,0.9687524
"Use AI as your opponent to find counterarguments and craft a more open-ended question.
•        Check grammar, rigor, and style to help you find an expression.",English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.8004890084266663,0.13512845,0.06438254,0.800489
"How to cite generative AI 

In your assignments, especially your final project, if you use generative AI for text or visuals, please cite the source appropriately.",English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.8980032801628113,0.063711405,0.03828531,0.8980033
"You should
●        cite a generative AI tool whenever you paraphrase, quote, or incorporate into your own work
any content (whether text, image, data, or other) that was created by it
●        acknowledge all functional uses of the tool (like editing your prose or translating words) in a note, your text, or another suitable location
●        take care to vet the secondary sources it cites (see example 5 below for more details)",English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.4191146492958069,0.38649842,0.194387,0.41911465
"Citing AI generated text

For example, in your citation (List of Works Cited at the end of your essay), you will begin with the prompt you gave the AI.",English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.8898255825042725,0.0702191,0.03995539,0.8898256
"ChatGPT, Feb. 13 version, OpenAI, 8 Mar. 2023, chat.openai.com/chat.",English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.7025134563446045,0.22883216,0.06865438,0.70251346
"Your entry should have these elements --

Title of Source
Describe what was generated by the AI tool.",English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.8884647488594055,0.08077674,0.030758489,0.88846475
"Name of Tool
Use the Title of Container element to name the AI tool (e.g., ChatGPT).",English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.9077773690223694,0.06982493,0.022397652,0.90777737
"Version
Name the version of the AI tool as specifically as possible.",English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.7209110856056213,0.22303163,0.056057293,0.7209111
"For example, the examples in this post were developed using ChatGPT 3.5, which assigns a specific date to the version, so the Version element shows this version date.",English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.8731286525726318,0.10103239,0.02583887,0.87312865
"Location
Give the general URL for the tool

Citing AI generated images

If you are incorporating an AI-generated image in your work, cite a description of the prompt, followed by the AI tool, version, and date created.",English 2800W Being Human,Literature,George Washington University,Alexa Alice Joubin,encouraging,0.8073092103004456,0.14431521,0.04837556,0.8073092
"Students who plagiarize, use sources when not allowed by the assignment, or who cheat on essays or quizzes by collaborating with or using the work of others or a GenAI violate the academic standards of the University.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,discouraging,0.5922713279724121,0.5922713,0.37385845,0.0338702
"Generative AI Tools

GSU Policy: Rules regarding acceptable use of generative artificial intelligence – including but not limited to text, image, video, or code generators, research assistants, problem-solving systems, agents, or agentic browsers – may vary by assignment in this course.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,discouraging,0.688081681728363,0.6880817,0.22456883,0.087349564
"Each assignment will specify the appropriate level of AI use according to the AI Assessment Scale (AIAS), ranging from no AI assistance to full AI collaboration.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,discouraging,0.5244884490966797,0.52448845,0.26544383,0.2100677
Unauthorized use or insufficient attribution of GenAI may constitute academic misconduct under the university's Policy on Academic Honesty.,ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,discouraging,0.7075763940811157,0.7075764,0.23519671,0.057226833
"Professor Duncan Explains Her Policy
Generative AI tools, such as ChatGPT, CoPilot, Notebook LM, etc are designed to assist in creating and analyzing text, code, video, audio, and other multimedia.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,encouraging,0.9659125804901123,0.021992734,0.012094727,0.9659126
Any unapproved use within the course will be considered a breach of academic honesty and will result in a failing grade for the course.,ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,discouraging,0.7327131628990173,0.73271316,0.19015822,0.077128656
"While exercising responsible and ethical engagement with AI is a skill you may hone over time, your unique human insights, critical thinking, and creative contributions remain pivotal to your learning experiences and success.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,encouraging,0.940497636795044,0.021922989,0.03757937,0.94049764
"Large-language Models (LLM), and whatever else is invented tomorrow, are part of our world and they affect how we learn and how we communicate.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,encouraging,0.9536333084106445,0.026079912,0.020286748,0.9536333
My goal is for us to work together to discover how these can be used as tools to advance your communication skills rather than weapons to pit us against each other.,ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,encouraging,0.9650331735610962,0.019781955,0.015184774,0.9650332
"Large-language models (LLMs) are permitted for use in this course to assist with brainstorming, generating ideas, and checking grammar and spelling errors.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,encouraging,0.795979917049408,0.12849003,0.0755301,0.7959799
"In fact, you may find that some assignments REQUIRE you to use an LLM.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,encouraging,0.6926651000976562,0.21528226,0.09205263,0.6926651
"However, the work created by an LLM must never be used as a substitution for your own work, and they should never be part of your final, submitted essay - either on a test or a formal essay.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,conditional,0.5837230682373047,0.3948705,0.58372307,0.021406444
I will explicitly tell you in each assignment where you can and cannot use AI.,ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,encouraging,0.6194642186164856,0.29547668,0.08505909,0.6194642
"2. LLMs may be used as a tool to aid in the writing process, not as a replacement for critical thinking and original writing.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,conditional,0.7587273120880127,0.14611651,0.7587273,0.095156185
"You must always be able to articulate and defend your ideas presented in their assignments, regardless of whether they used an LLM.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,conditional,0.5589537024497986,0.2604588,0.5589537,0.1805875
The inability to do so could result in a failing grade on an assignment.,ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,discouraging,0.5892400741577148,0.5892401,0.23093681,0.17982307
Keep a copy of every interaction you have with a LLM so that you'll have them if I ask you to show me.,ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,encouraging,0.9360745549201965,0.043228842,0.020696582,0.93607455
Students are required to disclose all use of AI and LLMs in their assignments by providing citations and acknowledging the use of the technology in their writing and in their reflections.,ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,encouraging,0.8261368274688721,0.08933024,0.084532894,0.8261368
Failure to disclose how an AI was used or dishonesty about how an AI was used in an assignment will be considered a violation of our academic honesty policy and will the student will receive a non-replicable 0 for the assignment.,ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,discouraging,0.7386870980262756,0.7386871,0.19776475,0.063548155
"While AI may be permitted at times, other forms of plagiarism, such as copying and pasting from unattributed sources, are strictly prohibited and will result in academic penalties.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,conditional,0.6122552156448364,0.3635845,0.6122552,0.02416025
"AI can produce hallucinations, fake documentation, and ""borrow"" undocumented materials from sources without proper documentation.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,conditional,0.5237356424331665,0.39049104,0.52373564,0.08577328
"All of these things will cause an assignment to receive a failing grade, so it is the student's responsibility to make sure their work is correct in all ways.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,discouraging,0.5484534502029419,0.54845345,0.25249866,0.19904791
You are never allowed to put the work of a classmate into an AI.,ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,discouraging,0.48535072803497314,0.48535073,0.24618505,0.26846427
"Students are encouraged to seek feedback and assistance from the instructor or tutoring center  to help improve their writing skills and learn how to effectively use LLMs as a tool in the writing process, even in an online setting.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,encouraging,0.9720226526260376,0.013232764,0.014744669,0.97202265
"By following these guidelines, we will, hopefully, learn to use LLMs effectively and responsibly, while also developing your personal writing skills.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,encouraging,0.9535795450210571,0.030588273,0.015832141,0.95357955
"Remember that because the LLMs evolve every day, this policy may need to evolve as well.",ENGL 2120: British Literature,Literature,Georgia State University,Jennifer Duncan,encouraging,0.9020671844482422,0.06724748,0.030685274,0.9020672
"Artificial Intelligence (AI) is defined, for the purpose of this course, as any computer system or program that simulates, substitutes, and/or enhances problem-solving that typically requires human intelligence.",ISTM705: Information Management for Decision Making,Management,Texas A&M University,Michael Scialdone,encouraging,0.9039692878723145,0.04614458,0.049886182,0.9039693
"While students may use simple AI, such as built-in features of a word processor like spelling and grammar checks, they are not permitted to utilize Generative AI at any stage of completing work (graded or ungraded) unless explicitly noted in the instructions for a deliverable.",ISTM705: Information Management for Decision Making,Management,Texas A&M University,Michael Scialdone,conditional,0.507783830165863,0.44799188,0.50778383,0.04422426
"Generative AI is defined here as AI which has the capacity to ideate, summarize, generate, rewrite, or validate content; including, but not limited to, tools such as ChatGPT, Bard, and DALL-E.

Students may formally request, in writing, an exception to the above.",ISTM705: Information Management for Decision Making,Management,Texas A&M University,Michael Scialdone,discouraging,0.5769510269165039,0.576951,0.32180426,0.101244755
"Such requests must include: (1) which assignment the student is requesting to use AI with, (2) which specific AI tool the student wishes to use, (3) what they plan to use the tool for (e.g. to generate ideas, summarize a longer document, create a unique scenario, etc.), and (4) why, specifically, they are requesting the exception (e.g. to reduce time spent on a tedious task, to identify relevant sources for further investigation, to experiment with AI, etc.).",ISTM705: Information Management for Decision Making,Management,Texas A&M University,Michael Scialdone,encouraging,0.694544792175293,0.15300182,0.15245341,0.6945448
"In the event of any exception (whether it is an individual exception, or that a given deliverable permits the use of Generative AI), the professor will specify guidelines, if any, upon which the student’s use of Generative AI must be documented.",ISTM705: Information Management for Decision Making,Management,Texas A&M University,Michael Scialdone,discouraging,0.5272325277328491,0.5272325,0.3200195,0.15274796
"The following follows the general Academic Integrity section:
""Policy on Use of Chatbots, such as ChatGPT and Moonbeam, or similar programs, for MBA/ACC 650 Writing Assignments.",MBA 650 Capstone Strategic Management,Management,Daemen University,Dr. Paul McAfee,discouraging,0.5615670680999756,0.56156707,0.08128165,0.3571513
Your instructor will discuss in class the ways in which students could use ChatGPT or similar systems that are acceptable.,MBA 650 Capstone Strategic Management,Management,Daemen University,Dr. Paul McAfee,encouraging,0.9591258764266968,0.026160367,0.014713778,0.9591259
•	Purpose: This policy aims to ensure the academic integrity and originality of university writing assignments by prohibiting the use of chatbots to complete assignments.,MBA 650 Capstone Strategic Management,Management,Daemen University,Dr. Paul McAfee,encouraging,0.6943441033363342,0.23025729,0.07539859,0.6943441
•	Policy: It is strictly forbidden to use chatbots or any other automated software to complete university writing assignments except under the conditions explained in class by your instructor.,MBA 650 Capstone Strategic Management,Management,Daemen University,Dr. Paul McAfee,discouraging,0.6477015018463135,0.6477015,0.2924687,0.05982984
"AI Use:
As technology continues to evolve, the use of Artificial Intelligence (AI) in academic settings has become increasingly common.",MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,encouraging,0.9693421125411987,0.015193785,0.015464063,0.9693421
"Therefore, it is important to establish guidelines and expectations to ensure that the use of AI such as ChatGPT is both ethical and effective.",MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,encouraging,0.8776122331619263,0.053483147,0.06890466,0.87761223
"Guidelines:
Use AI such as ChatGPT as a tool, not a substitute:  The use of AI is meant to be an aid in completing assignments, not a substitute for critical thinking or original work.",MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.5261684060096741,0.38748297,0.5261684,0.08634858
"To do so violates our academic integrity policies and will result in consequences aligned with our academic misconduct policies Students who use AI such as ChatGPT are expected to use it to supplement their own knowledge and ideas, not to provide complete answers to assignments.",MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,discouraging,0.6210376620292664,0.62103766,0.31595832,0.063003935
"AI and Academic Misconduct Explained

If you are asking AI to write something for you, you are engaging in academic misconduct.",MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,encouraging,0.4481567144393921,0.41196695,0.13987629,0.4481567
"Just like you can ask a friend to proofread your paper, you can ask AI to help you proofread, but you cannot ask your friend to WRITE an assignment for you and you can’t ask AI to write an assignment for you either.",MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,discouraging,0.5083687901496887,0.5083688,0.3288761,0.16275504
I find it is helpful to replace the term “AI” or “ChatGPT” with a person’s name.,MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,encouraging,0.9214354157447815,0.051709153,0.026855478,0.9214354
"If you are going to use AI, please ensure the following: 
Acknowledge the use of AI:  If using ChatGPT or any other AI tool, students must clearly acknowledge their use of this tool.",MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,discouraging,0.6320326328277588,0.63203263,0.23328716,0.13468027
It must be cited as an outside source and you must include a paragraph that explains what you used the AI for and what prompt(s) you used to get your results.,MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.5764461159706116,0.25492474,0.5764461,0.16862915
"This paragraph must be written by you, not the AI!",MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,discouraging,0.5871459245681763,0.5871459,0.18492731,0.22792672
AI should be used to help you to clarify your thoughts or make your writing more cohesive.,MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,encouraging,0.9104518294334412,0.028462598,0.061085634,0.9104518
"If the work you submit is written mostly by AI, does not sound like your “voice” or, is otherwise thought to be doing the work for you, you will not receive credit and will be subject to academic misconduct consequences.",MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.5680559873580933,0.40955725,0.568056,0.022386737
Please use AI wisely and sparingly.,MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.5373018383979797,0.36704102,0.53730184,0.095657155
"Ensure accuracy: AI is a powerful tool, but it is not infallible.",MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.8258107900619507,0.117156155,0.8258108,0.057033047
Students are responsible for ensuring the accuracy of any information or responses generated by AI.,MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.7509816884994507,0.19666852,0.7509817,0.052349836
You will likely need to refine your prompt to obtain a good outcome.,MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,encouraging,0.4089789390563965,0.25398046,0.33704066,0.40897894
Avoid plagiarism: Using AI to generate content that is identical or substantially similar to another source without proper attribution constitutes plagiarism.,MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.518665075302124,0.45123655,0.5186651,0.030098379
Students must ensure that any material generated by AI is properly cited and that any paraphrasing is done in accordance with academic standards.,MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.7407888770103455,0.22997732,0.7407889,0.029233811
Follow the course objectives: Students who use AI must do so in a manner that is consistent with the course objectives.,MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,encouraging,0.6656447052955627,0.2080578,0.12629747,0.6656447
"Assignments should be completed in a way that demonstrates an understanding of the course content and learning objectives, with ChatGPT serving as a tool to aid in that process, not as the main mechanism for completing the assignment.",MGMT 362  Leadership,Management,University of New Mexico,Nicole Capehart,conditional,0.5799920558929443,0.29106936,0.57999206,0.1289386
You might be permitted to use generative AI tools for specific assignments or class activities.,"CBAD 350, Marketing; MKTG 351, Consumer Market Analysis, MKTG 455, Personal Selling and Sales Management",Marketing,Coastal Carolina University,"Matthew A. Gilbert 
LinkedIn",encouraging,0.9038438200950623,0.045455966,0.050700232,0.9038438
"However, assignments created with AI should not exceed 25% of the work submitted and must identify the AI-generated portions.","CBAD 350, Marketing; MKTG 351, Consumer Market Analysis, MKTG 455, Personal Selling and Sales Management",Marketing,Coastal Carolina University,"Matthew A. Gilbert 
LinkedIn",conditional,0.5328909754753113,0.43593952,0.532891,0.031169502
Presenting AI-generated work as your own will have consequences according to university policies.,"CBAD 350, Marketing; MKTG 351, Consumer Market Analysis, MKTG 455, Personal Selling and Sales Management",Marketing,Coastal Carolina University,"Matthew A. Gilbert 
LinkedIn",discouraging,0.629465639591217,0.62946564,0.3070846,0.06344981
"Importantly, while AI programs like ChatGPT can help with idea generation, they are not immune to inaccuracies and limitations.","CBAD 350, Marketing; MKTG 351, Consumer Market Analysis, MKTG 455, Personal Selling and Sales Management",Marketing,Coastal Carolina University,"Matthew A. Gilbert 
LinkedIn",conditional,0.4004778563976288,0.32229576,0.40047786,0.27722633
"Further, overreliance on AI can hinder independent thinking and creativity.","CBAD 350, Marketing; MKTG 351, Consumer Market Analysis, MKTG 455, Personal Selling and Sales Management",Marketing,Coastal Carolina University,"Matthew A. Gilbert 
LinkedIn",encouraging,0.5656395554542542,0.113017336,0.3213431,0.56563956
"Note that, in the spirit of this policy, it was written in part by ChatGPT.","CBAD 350, Marketing; MKTG 351, Consumer Market Analysis, MKTG 455, Personal Selling and Sales Management",Marketing,Coastal Carolina University,"Matthew A. Gilbert 
LinkedIn",discouraging,0.5492957234382629,0.5492957,0.12426702,0.3264373
"As most of us have had a chance to explore new AI tools like ChatGPT, they can be an amazing assist much like a calculator is for math classes.",Digital Analytics,Marketing,Misc,Thinker Metrics,encouraging,0.9732759594917297,0.016190896,0.01053319,0.97327596
"A wide variety of generative AI tools is available to professionals including both text- (e.g., ChatGPT) and image-generating (e.g., Midjourney) tools that will create output in response to inputs (“prompts”).",Marketing,Marketing,Northeastern University,"Bruce Clark
",encouraging,0.947580099105835,0.032140885,0.020279147,0.9475801
Some assignments will require the use of GenAI as indicated earlier in this syllabus.,Marketing,Marketing,Northeastern University,"Bruce Clark
",encouraging,0.5212804675102234,0.32473797,0.15398163,0.52128047
"Beyond those specific assignments, here are allowed and non-allowed uses of GenAI for this class.",Marketing,Marketing,Northeastern University,"Bruce Clark
",encouraging,0.6612787246704102,0.25538656,0.08333474,0.6612787
"AI tools can be helpful in suggesting ideas, especially for your XXXX Project.",Marketing,Marketing,Northeastern University,"Bruce Clark
",encouraging,0.9704947471618652,0.017044079,0.0124611845,0.97049475
"Some AI tools such as Copilot, Gemini, and Perplexity are connected to the internet and thus may be helpful in identifying sources that you may then review.
·",Marketing,Marketing,Northeastern University,"Bruce Clark
",encouraging,0.9737705588340759,0.014995298,0.011234151,0.97377056
"The image source should be noted in the deliverable (e.g., “produced by Dall-E 3”)
·",Marketing,Marketing,Northeastern University,"Bruce Clark
",encouraging,0.6319777369499207,0.28851083,0.07951143,0.63197774
In all written assignments you may ask a text model such as GPT or Claude for feedback on your writing.,Marketing,Marketing,Northeastern University,"Bruce Clark
",encouraging,0.6920891404151917,0.1768747,0.1310362,0.69208914
"”
Note that at time of writing, none of the AI tools are good at word counts.
·",Marketing,Marketing,Northeastern University,"Bruce Clark
",encouraging,0.5458896160125732,0.3755376,0.078572765,0.5458896
Text-based AI can sometimes be a useful critic of ideas.,Marketing,Marketing,Northeastern University,"Bruce Clark
",encouraging,0.9279605150222778,0.021191766,0.050847698,0.9279605
"For example, you may submit an idea to an AI and ask it to identify strengths, weaknesses, areas for improvement or concern, etc.",Marketing,Marketing,Northeastern University,"Bruce Clark
",encouraging,0.9146121740341187,0.031110335,0.054277416,0.9146122
"If you use AI in your XXXX Project, please include a paragraph in your assignment indicating how you used it (e.g., tools, prompts).",Marketing,Marketing,Northeastern University,"Bruce Clark
",encouraging,0.8331961631774902,0.13479456,0.03200932,0.83319616
"If you use AI to improve writing on your case reports, I would like you to submit both your pre-AI draft and your post-AI final deliverable.",Marketing,Marketing,Northeastern University,"Bruce Clark
",encouraging,0.9383304119110107,0.03756425,0.024105329,0.9383304
"Non-Allowed Uses:
· Direct use of AI output.",Marketing,Marketing,Northeastern University,"Bruce Clark
",discouraging,0.6798133254051208,0.6798133,0.2213348,0.09885183
"With the exception of the image generating example earlier, you may not simply copy and paste an AI output into a deliverable.",Marketing,Marketing,Northeastern University,"Bruce Clark
",discouraging,0.5598971247673035,0.5598971,0.28373027,0.15637265
Quotation marks around AI text and citing it are not allowed in this class.,Marketing,Marketing,Northeastern University,"Bruce Clark
",discouraging,0.7670781016349792,0.7670781,0.15937054,0.07355142
"AI text does not exist independent of the prompt, tool, and moment that you use it, and so fails this test.
·",Marketing,Marketing,Northeastern University,"Bruce Clark
",discouraging,0.7440914511680603,0.74409145,0.18219748,0.07371107
"All text-based AI generators will quickly generate plausible-sounding facts, numbers, and analysis.",Marketing,Marketing,Northeastern University,"Bruce Clark
",encouraging,0.923693835735321,0.033378337,0.042927865,0.92369384
Do not upload cases or readings from our XXXX coursepack to an AI program and then ask for an analysis.,Marketing,Marketing,Northeastern University,"Bruce Clark
",discouraging,0.5464974045753479,0.5464974,0.20390703,0.24959557
"Note in all cases, “the AI told me to” is not a valid argument in grading.",Marketing,Marketing,Northeastern University,"Bruce Clark
",discouraging,0.5695513486862183,0.56955135,0.252988,0.17746061
"Policy on use of ChatGPT and other AI tools: Any use of AI tools to generate original works or complete assignments must be clearly cited and acknowledged, as failure to do so could constitute plagiarism.","Marketing Research, Business Web Design",Marketing,University of West Georgia ,Sunil Hazari,discouraging,0.49424850940704346,0.4942485,0.47786334,0.027888106
AI output must be supported and documented with additional research sources such as Google Scholar and UWG Galileo databases.,"Marketing Research, Business Web Design",Marketing,University of West Georgia ,Sunil Hazari,conditional,0.7504972815513611,0.08109897,0.7504973,0.16840376
"The following link has information on how to cite Generative AI
material using APA: https://apastyle.apa.org/blog/how-to-cite-chatgpt","Marketing Research, Business Web Design",Marketing,University of West Georgia ,Sunil Hazari,encouraging,0.9596099853515625,0.03066463,0.009725354,0.95961
The beta release of Dall-E-Mini in July 2022 and ChatGPT in November 2022 are among many tools using artificial intelligence.,Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,encouraging,0.914630651473999,0.058033895,0.02733558,0.91463065
There is a good possibility that using tools like these are going to become an important skill for careers in the not distant future (https://www.theguardian.com/commentisfree/2023/jan/07/chatgpt-bot-excel-ai-chatbot-tech).,Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,encouraging,0.9154806733131409,0.060826432,0.023692988,0.9154807
"There are three reasons why:

* Work created by AI tools may not be considered original work and instead, considered automated plagiarism.",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,discouraging,0.6622961163520813,0.6622961,0.29899305,0.038710847
